                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.6487,                 1.1496,                 1.1707,                0.76279,                0.53147,                0.62114,                0.29231,                 1.8008,                 1.3993,                 1.2771,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.6191,                 1.1517,                 1.1723,                0.74885,                0.65982,                 0.7317,                0.37418,                 1.6365,                 1.1601,                 1.1991,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.6103,                 1.1245,                 1.1804,                0.61233,                0.57273,                0.57978,                  0.249,                 1.9774,                 1.3986,                 1.3211,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.5697,                 1.0958,                 1.1896,                0.84598,                 0.6955,                0.79027,                0.45038,                  1.492,                0.96016,                 1.1467,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.5603,                 1.0383,                  1.147,                0.44022,                0.38946,                0.39572,                0.16347,                 2.0321,                 2.0129,                 1.4027,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.5335,                 1.0515,                 1.1406,                0.62828,                0.54855,                0.61067,                0.29925,                 1.7187,                 1.3418,                 1.2265,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.5518,                  1.057,                 1.1718,                0.79288,                0.76428,                0.81008,                0.45842,                 1.4567,                 0.9494,                 1.1315,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.5046,                0.99506,                 1.1368,                0.84256,                0.79875,                0.83997,                 0.4999,                 1.3819,                0.79164,                 1.1076,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.4812,                 1.0037,                 1.1213,                0.80118,                0.77098,                0.83127,                0.47613,                 1.4745,                0.96742,                 1.1283,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.5095,                 1.0066,                 1.1264,                0.84173,                0.78729,                0.84193,                0.49846,                 1.4216,                0.86199,                  1.109,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.4705,                 1.0017,                 1.1239,                0.84635,                0.81352,                0.85564,                0.50809,                 1.3446,                0.82655,                 1.0708,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.4944,                0.97262,                 1.1211,                0.85036,                0.80799,                0.83294,                 0.4433,                 1.4941,                0.86061,                 1.1305,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.5313,                0.99457,                 1.1119,                0.84896,                0.79308,                0.82886,                0.48763,                 1.4024,                0.84098,                   1.11,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.5167,                0.98808,                 1.1304,                0.78715,                0.78567,                0.82782,                0.43236,                 1.5499,                0.92323,                 1.1527,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.4245,                0.96106,                 1.1044,                0.83832,                0.79127,                0.84086,                0.48774,                 1.3387,                0.82613,                 1.0956,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.4178,                0.92832,                 1.0978,                0.86419,                0.77925,                0.83089,                0.49805,                 1.3698,                0.86442,                 1.0989,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.4191,                0.90665,                 1.0789,                0.83362,                0.73911,                0.79798,                0.42167,                 1.4943,                0.99579,                 1.1537,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.4584,                0.93272,                 1.1059,                0.86447,                 0.7467,                0.82437,                0.46812,                 1.4428,                0.85672,                 1.1106,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.3912,                0.94954,                 1.1009,                0.83638,                 0.8233,                0.85981,                0.49936,                 1.4022,                0.83116,                 1.1057,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.3679,                0.90438,                  1.078,                0.87877,                0.78781,                0.85237,                0.50102,                 1.3814,                0.92832,                 1.0924,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.4137,                0.92002,                 1.0976,                0.87354,                0.81455,                0.85438,                0.48716,                 1.4695,                0.82636,                 1.1169,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.3507,                0.86541,                 1.0914,                0.81425,                 0.8054,                0.85735,                0.50817,                  1.358,                0.88863,                 1.0872,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.3681,                 0.8498,                 1.0771,                0.86151,                0.80828,                 0.8565,                0.49661,                 1.3359,                0.79492,                 1.0688,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.3824,                0.87331,                 1.0786,                0.85764,                0.81408,                 0.8477,                0.50906,                 1.3235,                0.76471,                  1.058,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.3437,                0.84513,                 1.0678,                0.88286,                0.84232,                0.86838,                0.52993,                 1.2407,                0.76024,                 1.0322,             0.00058017,             0.00058017,             0.00058017
                     62,                 1.3171,                0.83935,                 1.0719,                0.90688,                0.83917,                0.87604,                 0.5223,                 1.3199,                0.73521,                 1.0526,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.3051,                0.82085,                 1.0596,                0.89054,                0.83014,                0.86439,                0.51225,                  1.294,                0.77316,                  1.053,             0.00055188,             0.00055188,             0.00055188
                     64,                 1.2556,                0.78777,                 1.0452,                0.89038,                0.83895,                0.88246,                0.54791,                 1.2518,                0.74348,                 1.0485,             0.00053773,             0.00053773,             0.00053773
                     65,                 1.2817,                0.79258,                 1.0503,                0.89423,                0.86993,                0.88654,                0.56364,                 1.2044,                0.68095,                 1.0175,             0.00052359,             0.00052359,             0.00052359
                     66,                 1.2896,                0.79059,                 1.0539,                0.89582,                0.86171,                 0.8817,                0.53124,                 1.3173,                0.69709,                 1.0599,             0.00050944,             0.00050944,             0.00050944
                     67,                 1.2766,                0.80226,                 1.0555,                0.90962,                0.86381,                0.89222,                0.56279,                  1.233,                0.68444,                 1.0362,             0.00049529,             0.00049529,             0.00049529
                     68,                 1.3128,                  0.805,                 1.0593,                0.88785,                0.84319,                 0.8771,                0.53687,                 1.2609,                0.71198,                 1.0279,             0.00048114,             0.00048114,             0.00048114
                     69,                 1.2975,                 0.7771,                 1.0396,                0.87874,                0.87267,                0.88892,                0.56084,                  1.161,                0.68524,                 1.0074,               0.000467,               0.000467,               0.000467
                     70,                 1.2359,                0.77061,                 1.0324,                0.90672,                 0.8706,                0.88574,                0.55828,                 1.2311,                0.68179,                 1.0314,             0.00045285,             0.00045285,             0.00045285
                     71,                 1.2425,                0.75131,                 1.0378,                0.91932,                 0.8636,                0.89667,                0.57347,                  1.155,                 0.6544,                 1.0139,              0.0004387,              0.0004387,              0.0004387
                     72,                 1.2994,                0.76246,                  1.047,                0.90513,                0.86155,                0.89586,                0.56109,                 1.2017,                0.67026,                 1.0191,             0.00042456,             0.00042456,             0.00042456
                     73,                 1.2449,                0.76185,                 1.0336,                0.92644,                0.85656,                  0.896,                0.56103,                 1.2034,                0.68748,                 1.0228,             0.00041041,             0.00041041,             0.00041041
                     74,                 1.2351,                0.74156,                 1.0221,                0.93198,                0.87207,                0.89665,                0.55373,                 1.2597,                0.66209,                 1.0337,             0.00039626,             0.00039626,             0.00039626
                     75,                 1.2389,                0.73169,                 1.0251,                0.94828,                0.87726,                0.90348,                0.58516,                 1.1635,                0.63199,                 1.0104,             0.00038211,             0.00038211,             0.00038211
                     76,                 1.2207,                0.73725,                  1.013,                 0.9188,                0.85856,                 0.8891,                0.56549,                  1.193,                0.65644,                 1.0165,             0.00036797,             0.00036797,             0.00036797
                     77,                 1.1712,                0.72002,                 1.0191,                0.93491,                0.87578,                0.90546,                0.59392,                 1.1448,                0.62515,                 1.0014,             0.00035382,             0.00035382,             0.00035382
                     78,                 1.2049,                0.71176,                 1.0189,                0.93374,                0.88664,                0.91032,                0.59986,                 1.1408,                0.62476,                0.99039,             0.00033967,             0.00033967,             0.00033967
                     79,                  1.198,                0.72555,                 1.0182,                0.90397,                0.85869,                0.89304,                0.56864,                 1.1733,                0.64928,                 1.0107,             0.00032553,             0.00032553,             0.00032553
                     80,                  1.196,                0.71932,                 1.0318,                0.94377,                0.86722,                0.90208,                0.57926,                 1.1422,                0.64319,                  1.002,             0.00031138,             0.00031138,             0.00031138
                     81,                 1.1793,                0.73817,                 1.0123,                0.93438,                0.86808,                0.90677,                0.59493,                 1.1216,                0.62527,                0.99421,             0.00029723,             0.00029723,             0.00029723
                     82,                 1.1347,                 0.7024,                0.98686,                0.90922,                0.88816,                0.91485,                0.59414,                  1.105,                0.63741,                0.99622,             0.00028308,             0.00028308,             0.00028308
                     83,                 1.1718,                0.71695,                 1.0232,                0.93936,                0.87144,                0.91178,                0.59265,                 1.1123,                0.60468,                0.99012,             0.00026894,             0.00026894,             0.00026894
                     84,                 1.1654,                  0.697,                  1.002,                0.92432,                0.88978,                0.91563,                0.59374,                 1.1119,                0.63601,                0.98697,             0.00025479,             0.00025479,             0.00025479
                     85,                  1.194,                 0.7209,                 1.0209,                0.90494,                0.87972,                 0.9053,                0.58389,                 1.1296,                0.64184,                0.99135,             0.00024064,             0.00024064,             0.00024064
                     86,                  1.194,                0.72438,                 1.0122,                0.92869,                0.88491,                0.91366,                0.59559,                 1.0916,                0.61878,                0.98473,              0.0002265,              0.0002265,              0.0002265
                     87,                 1.1329,                0.68179,                 1.0003,                0.94185,                0.87197,                0.90777,                 0.6021,                 1.0862,                0.59271,                0.98021,             0.00021235,             0.00021235,             0.00021235
                     88,                 1.1458,                0.68978,                 1.0096,                0.94356,                0.89105,                0.92094,                0.60719,                 1.0606,                0.58054,                0.97396,              0.0001982,              0.0001982,              0.0001982
                     89,                 1.1394,                0.67884,                 1.0001,                0.93142,                0.89926,                0.91886,                0.60293,                 1.0897,                0.59256,                 0.9765,             0.00018406,             0.00018406,             0.00018406
                     90,                 1.1497,                0.68187,                0.99966,                0.92402,                0.90261,                0.92141,                0.60907,                 1.0754,                0.59706,                 0.9712,             0.00016991,             0.00016991,             0.00016991
                     91,                 1.1774,                0.79432,                 1.0156,                0.94202,                0.88079,                0.91647,                0.60508,                 1.0732,                0.61487,                0.96395,             0.00015576,             0.00015576,             0.00015576
                     92,                 1.1299,                0.73285,                 1.0082,                0.92034,                0.88121,                0.90823,                0.58243,                  1.107,                0.63453,                0.96528,             0.00014161,             0.00014161,             0.00014161
                     93,                 1.0975,                0.70748,                0.98285,                 0.9202,                0.88777,                0.90832,                0.57723,                 1.1099,                0.62776,                0.96227,             0.00012747,             0.00012747,             0.00012747
                     94,                 1.0837,                0.69715,                0.97947,                0.92451,                0.89174,                0.90969,                0.57767,                 1.1387,                0.62468,                0.97583,             0.00011332,             0.00011332,             0.00011332
                     95,                 1.0822,                0.68926,                 0.9828,                0.92094,                0.88949,                0.91225,                0.58338,                 1.1268,                0.61959,                   0.97,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                 1.0734,                0.68391,                0.99598,                0.91491,                0.89668,                0.91579,                0.59358,                 1.1073,                0.60794,                0.95907,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 1.0623,                0.67272,                0.99757,                 0.9242,                0.89965,                0.91655,                0.59919,                 1.1003,                0.60482,                0.95497,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 1.0551,                0.67166,                0.98478,                0.93166,                 0.8848,                0.91512,                0.59705,                 1.0992,                0.61101,                0.95823,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                 1.0621,                0.67241,                0.98285,                0.92805,                0.88667,                0.91223,                0.59681,                 1.1039,                0.61718,                0.95958,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 1.0916,                0.70233,                0.99787,                 0.9225,                0.88902,                0.91499,                 0.5914,                 1.1247,                0.62145,                0.96548,             2.8437e-05,             2.8437e-05,             2.8437e-05
