                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.3214,                 1.2651,                 1.5774,                0.75333,                0.56624,                0.65349,                0.43442,                  1.137,                 1.0517,                 1.4422,             0.00058629,             0.00058629,             0.00058629
                     26,                 1.2975,                  1.236,                  1.556,                0.77405,                0.56738,                0.67024,                0.42979,                 1.1521,                 1.0437,                 1.4265,             0.00057867,             0.00057867,             0.00057867
                     27,                 1.2966,                  1.211,                 1.5513,                0.82431,                0.55924,                0.68003,                0.47527,                 1.1087,                 1.0017,                 1.3948,             0.00057106,             0.00057106,             0.00057106
                     28,                 1.2877,                 1.2058,                 1.5325,                0.79333,                0.57581,                0.67982,                0.46922,                 1.0997,                 1.1012,                 1.4061,             0.00056345,             0.00056345,             0.00056345
                     29,                 1.2328,                 1.1554,                 1.4998,                0.73876,                0.59813,                0.67222,                0.46405,                 1.0739,                 1.0212,                 1.3843,             0.00055583,             0.00055583,             0.00055583
                     30,                 1.2397,                 1.1392,                 1.4823,                0.77111,                 0.6351,                0.71126,                0.49062,                 1.0367,                0.91405,                 1.3426,             0.00054822,             0.00054822,             0.00054822
                     31,                 1.2341,                 1.1321,                 1.4921,                0.86506,                0.60263,                0.72719,                0.50671,                 1.0363,                0.93968,                 1.3489,             0.00054061,             0.00054061,             0.00054061
                     32,                 1.2237,                 1.1176,                 1.4922,                0.82222,                0.62094,                0.77074,                0.53834,                 1.0236,                0.91622,                 1.3378,             0.00053299,             0.00053299,             0.00053299
                     33,                 1.1742,                 1.0619,                 1.4328,                0.75618,                 0.6223,                0.72271,                0.51276,                0.99142,                0.90917,                 1.3036,             0.00052538,             0.00052538,             0.00052538
                     34,                 1.1825,                    1.1,                 1.4627,                0.85988,                0.60355,                0.71404,                0.50924,                0.99792,                0.95227,                 1.3253,             0.00051777,             0.00051777,             0.00051777
                     35,                 1.1601,                 1.0458,                 1.4193,                0.84837,                0.64294,                0.78454,                0.55114,                0.97012,                0.86906,                 1.2921,             0.00051015,             0.00051015,             0.00051015
                     36,                 1.1713,                 1.0389,                 1.4335,                0.85074,                0.64619,                0.79055,                0.52821,                 1.0249,                0.86989,                 1.3328,             0.00050254,             0.00050254,             0.00050254
                     37,                 1.1597,                  1.052,                 1.4298,                0.88879,                0.66298,                0.81553,                0.56556,                0.96088,                0.80901,                 1.2796,             0.00049493,             0.00049493,             0.00049493
                     38,                 1.1431,                 1.0061,                 1.4241,                0.85895,                0.67904,                0.81157,                 0.5623,                0.97214,                0.82861,                 1.2853,             0.00048732,             0.00048732,             0.00048732
                     39,                 1.1204,                0.98136,                 1.4031,                0.70371,                0.74904,                0.81367,                0.57875,                 0.9149,                0.83505,                  1.246,              0.0004797,              0.0004797,              0.0004797
                     40,                 1.1243,                 0.9966,                 1.4021,                0.68344,                 0.7673,                0.80177,                0.57744,                0.91011,                 0.7918,                 1.2489,             0.00047209,             0.00047209,             0.00047209
                     41,                 1.0984,                0.95854,                 1.3869,                0.76387,                0.78146,                0.81952,                 0.5916,                0.89804,                0.77647,                 1.2405,             0.00046448,             0.00046448,             0.00046448
                     42,                 1.0959,                0.95479,                 1.3856,                0.77126,                0.75125,                0.82549,                0.58742,                0.89521,                0.81706,                 1.2355,             0.00045686,             0.00045686,             0.00045686
                     43,                 1.0851,                0.93923,                 1.3662,                0.70022,                0.79254,                0.82644,                0.60879,                0.88777,                0.77247,                 1.2297,             0.00044925,             0.00044925,             0.00044925
                     44,                  1.053,                0.93115,                 1.3627,                0.75558,                0.75342,                0.82352,                0.59845,                0.86668,                0.74623,                 1.2211,             0.00044164,             0.00044164,             0.00044164
                     45,                  1.099,                0.93434,                 1.3689,                0.70076,                0.81781,                0.83418,                0.58833,                0.89587,                0.78028,                 1.2271,             0.00043402,             0.00043402,             0.00043402
                     46,                 1.0571,                0.91835,                 1.3537,                0.71308,                0.78253,                0.81516,                0.60389,                0.87114,                0.76685,                 1.2171,             0.00042641,             0.00042641,             0.00042641
                     47,                 1.0497,                0.90792,                 1.3569,                 0.7675,                0.82137,                0.86619,                0.62836,                 0.8876,                 0.7498,                 1.2178,              0.0004188,              0.0004188,              0.0004188
                     48,                 1.0497,                0.88636,                 1.3406,                0.71979,                 0.8323,                0.84052,                0.63686,                0.85042,                0.70663,                 1.2017,             0.00041118,             0.00041118,             0.00041118
                     49,                 1.0506,                0.91372,                 1.3405,                0.72796,                0.80571,                0.82766,                0.59855,                0.88441,                0.75836,                 1.2236,             0.00040357,             0.00040357,             0.00040357
                     50,                 1.0321,                0.88415,                 1.3215,                0.79666,                 0.8246,                0.86284,                0.64636,                0.86711,                0.71243,                 1.2031,             0.00039596,             0.00039596,             0.00039596
                     51,                 1.0126,                0.85338,                 1.3118,                0.74991,                0.76489,                0.83254,                0.62307,                 0.8273,                 0.6796,                 1.1869,             0.00038835,             0.00038835,             0.00038835
                     52,                 1.0222,                0.87539,                 1.3342,                0.77926,                0.80442,                0.84982,                0.62934,                0.84952,                0.69856,                 1.1976,             0.00038073,             0.00038073,             0.00038073
                     53,                  1.022,                0.85713,                 1.3222,                0.85747,                0.79219,                0.87161,                0.64793,                0.84125,                0.69595,                 1.1894,             0.00037312,             0.00037312,             0.00037312
                     54,                 1.0226,                0.85935,                 1.3218,                0.82683,                0.85199,                0.88971,                0.67028,                0.82784,                 0.6781,                  1.173,             0.00036551,             0.00036551,             0.00036551
                     55,                 1.0112,                0.85573,                 1.3144,                  0.803,                0.84963,                0.87969,                0.65589,                0.82346,                 0.6992,                   1.18,             0.00035789,             0.00035789,             0.00035789
